,Unnamed: 0,conversation_id_str,created_at,favorite_count,label,full_text,translated_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,preprocessed_text
10,14,1770236881772622236,Tue Mar 19 23:52:16 +0000 2024,2,others,Pengamat Bilang Wajar Jika Golkar Dapat 5 Kursi Menteri di Kabinet Prabowo https://t.co/JGAr7twPG5 #TempoNasional,Observers Say It's Fair if Golkar Gets 5 Ministerial Seats in Prabowo's Cabinet https://t.co/JGAr7twPG5 #TempoNasional,1770236881772622236,,,in,Indonesia,0,1,0,https://twitter.com/tempodotco/status/1770236881772622236,18129942,tempodotco,Observers Say It's Fair if Golkar Gets 5 Ministerial Seats in Prabowo's Cabinet HTTPURL hashtag tempo nasional
11,15,1769659598766764163,Tue Mar 19 23:52:10 +0000 2024,0,others,@Heraloebss @jokowi @kemkominfo @prabowo @gibran_tweet gimana caranya?,@Heraloebss @jokowi @kemkominfo @prabowo @gibran_tweet how do you do it?,1770236856216740150,,Heraloebss,in,,0,0,0,https://twitter.com/Mild55577075/status/1770236856216740150,1022064786568179712,Mild55577075,@USER @USER @USER @USER @USER how do you do it?
12,16,1769919328198304215,Tue Mar 19 23:51:23 +0000 2024,0,others,@DIWARMAN2 @prabowo Sakno ,@DIWARMAN2 @prabowo Sakno,1770236660183400766,,DIWARMAN2,in,,0,0,0,https://twitter.com/BANGSAygSUJUD/status/1770236660183400766,1189039138835554304,BANGSAygSUJUD,@USER @USER Sakno
13,17,1769962521962676641,Tue Mar 19 23:51:13 +0000 2024,1,others,@genx36545403 Prabowo nga layak disebut tokoh yg legowo tanya Proff Jimly yg legowo itu Ibu Megawati dan Ahok.,"@genx36545403 Prabowo doesn't deserve to be called a cool figure, asked Proff Jimly, who are cool, namely Mrs. Megawati and Ahok.",1770236616025723314,,genx36545403,in,,0,0,0,https://twitter.com/MasBroAja234/status/1770236616025723314,1674379853649563649,MasBroAja234,"@USER Prabowo doesn't deserve to be called a cool figure, asked Proff Jimly, who are cool, namely Mrs. Megawati and Ahok."
14,18,1769659598766764163,Tue Mar 19 23:49:59 +0000 2024,0,others,@Heraloebss @Dyananjani89 @jokowi @kemkominfo @prabowo @gibran_tweet gimana caranya?,@Heraloebss @Dyananjani89 @jokowi @kemkominfo @prabowo @gibran_tweet how do you do it?,1770236305538162806,,Heraloebss,in,,0,0,0,https://twitter.com/Mild55577075/status/1770236305538162806,1022064786568179712,Mild55577075,@USER @USER @USER @USER @USER @USER how do you do it?
15,19,1770236162055291209,Tue Mar 19 23:49:25 +0000 2024,0,others,Ternyata Sebesar Ini Pengaruh Prabowo Gibran dalam Sektor Ekonomi Khususnya Rasa Kepercayaan Investor Luar Mega Proyek Kuat https://t.co/KbWStJIwn0,"It turns out that this is how big Prabowo Gibran's influence is in the economic sector, especially the strong sense of trust of investors outside the mega projects https://t.co/KbWStJIwn0",1770236162055291209,,,in,"Kalimantan Selatan, Indonesia",0,0,0,https://twitter.com/salamah213/status/1770236162055291209,1531291152879853568,salamah213,"It turns out that this is how big Prabowo Gibran's influence is in the economic sector, especially the strong sense of trust of investors outside the mega projects HTTPURL"
16,20,1768352257416806805,Tue Mar 19 23:49:02 +0000 2024,0,others,@dodojogja2 @drReUtari08 @prabowo Sang penyembah Abah Anis ,@dodojogja2 @drReUtari08 @prabowo The devotee of Abah Anis,1770236065221423161,,dodojogja2,in,Jakarta Capital Region,0,0,0,https://twitter.com/nanda_yupa/status/1770236065221423161,741725165734612993,nanda_yupa,@USER @USER @USER The devotee of Abah Anis
17,21,1770013661173817536,Tue Mar 19 23:48:57 +0000 2024,1,disgust,@prabowo Segala cara ditempuh utk ambisi jabatan jenferal kardus rela jadi pembeo si cungkring memalukan..kalo msh punya malu mending bunuh diri aja gih..,"@prabowo all means are taken to achieve the position of general. Cardboard is willing to be a parrot to the shameful cungkring... if you still have shame, it's better to just kill yourself...",1770236046980358194,,prabowo,in,,0,0,0,https://twitter.com/majdielhewari07/status/1770236046980358194,1119544929645023232,majdielhewari07,"@USER all means are taken to achieve the position of general. Cardboard is willing to be a parrot to the shameful cungkring.. if you still have shame, it's better to just kill yourself.."
18,22,1770197285399560617,Tue Mar 19 23:48:32 +0000 2024,1,disgust,@mamagemoybiasa @aniesbaswedan Kalau begitu pola pikir lu kenapa lu malah dukung Prabowo ngok? Dulu pas demo 2019 PS ngak keliatan batang hidungnya tau2 beberapa bulan kemudian dah jadi Mentri aja ,"@mamagemoycustom @aniesbaswedan If that's your mindset, why are you even supporting Prabowo? Previously, during the 2019 demonstration, PS couldn't see the bridge of his nose and then a few months later he became Minister.",1770235942231830777,,mamagemoybiasa,in,,0,0,0,https://twitter.com/ahmadfaisal86/status/1770235942231830777,69667455,ahmadfaisal86,"@USER @USER If that's your mindset, why are you even supporting Prabowo? Previously, during the 2019 demonstration, PS couldn't see the bridge of his nose and then a few months later he became Minister."
19,23,1769905059708772746,Tue Mar 19 23:48:31 +0000 2024,0,others,@are_inismyname @mulyadiabdullah @prabowo @gibran_tweet @bengkeldodo @Ndons_Back @99propaganda @florieliciouss @P4P4B0W0_2024 @Bank_Joee_ @IrawanRommi @MIrvanDarwin1 @zy_zy_its_me @mimih6mei Kan belum waktunya dibuktikan ..tapi nanti diangket DPR..di Mk....kan ada prosedurnya .....biar legitimet...biar smuanya nerimah...,@are_inismyname @mulyadiabdullah @prabowo @gibran_tweet @bengkeldodo @Ndons_Back @99propaganda @florieliciouss @P4P4B0W0_2024 @Bank_Joee_ @IrawanRommi @MIrvanDarwin1 @zy_zy_its_me @mimih6mei It's not yet time to prove it..but it will be questioned by the DPR...at Mk...there's a procedure . .... so that it is legitimet... so that everyone receives it...,1770235936225497398,,are_inismyname,in,,0,0,0,https://twitter.com/iswandi_ro72433/status/1770235936225497398,1745809564946333696,iswandi_ro72433,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It's not yet time to prove it..but it will be questioned by the DPR..at Mk..there's a procedure . .. so that it is legitimet.. so that everyone receives it..
20,24,1770235600303727049,Tue Mar 19 23:47:11 +0000 2024,2,disgust,Menurutmu Gajah Mada Hayam Wuruk eksekutor Perang Bubat tidak melanggar HAM kah? Tahukah Anda paham Hak Asasi Manusia yg beredar di dunia ini adalah rekaan Barat yang digunakan sebagai norma diplomasi internasional modern? Lagipula Pak @prabowo sudah klarifikasi berkali2.,"Do you think Gajah Mada Hayam Wuruk, the executor of the Bubat War, violated human rights? Did you know that the notion of human rights circulating in this world is a Western invention used as a norm for modern international diplomacy? Moreover, Mr @prabowo has clarified many times.",1770235600303727049,,,in,Isla-Milagrosa,0,1,0,https://twitter.com/RadenTheoOFC/status/1770235600303727049,1725727497579614208,RadenTheoOFC,"Do you think Gajah Mada Hayam Wuruk, the executor of the Bubat War, violated human rights? Did you know that the notion of human rights circulating in this world is a Western invention used as a norm for modern international diplomacy? Moreover, Mr @USER has clarified many times."
21,25,1770150921177092366,Tue Mar 19 23:46:56 +0000 2024,2,others,@rahmaniarbaftim @Ryan_Al_Faqir @prabowo @gibran_tweet @vanc1Bozz @panglima_z @AntonTenabank01 @Alransy_13 @JenggoBang82778 Owh ,@rahmaniarbaftim @Ryan_Al_Faqir @prabowo @gibran_tweet @vanc1Bozz @panglima_z @AntonTenabank01 @Alransy_13 @JenggoBang82778 Owh,1770235540119667113,,rahmaniarbaftim,und,"Chigorodó, Colombia",0,0,0,https://twitter.com/B_dzoel/status/1770235540119667113,1351722821009829890,B_dzoel,@USER @USER @USER @USER @USER @USER @USER @USER @USER Owh
22,26,1770112750578172231,Tue Mar 19 23:45:22 +0000 2024,0,sadness,@ejaferdiansyah @prabowo @gibran_tweet Kasian..,@ejaferdiansyah @prabowo @gibran_tweet Poor thing..,1770235146027020308,,ejaferdiansyah,in,,0,0,0,https://twitter.com/mywr1921/status/1770235146027020308,1662712470304358400,mywr1921,@USER @USER @USER Poor thing..
23,27,1770150921177092366,Tue Mar 19 23:44:17 +0000 2024,2,others,@B_dzoel @Ryan_Al_Faqir @prabowo @gibran_tweet @vanc1Bozz @panglima_z @AntonTenabank01 @Alransy_13 @JenggoBang82778 Hehehee sorry bang klo bahasa jawa itu tak=aku. Maksudnya sdh lama aku blocked tu akun. ,@B_dzoel @Ryan_Al_Faqir @prabowo @gibran_tweet @vanc1Bozz @panglima_z @AntonTenabank01 @Alransy_13 @JenggoBang82778 Hehehee sorry bro if Javanese doesn't mean me. That means I've blocked that account for a long time.,1770234873942548571,,B_dzoel,in,Di Bumi Allah,0,2,0,https://twitter.com/rahmaniarbaftim/status/1770234873942548571,852327811,rahmaniarbaftim,@USER @USER @USER @USER @USER @USER @USER @USER @USER Hehehee sorry bro if Javanese doesn't mean me. That means I've blocked that account for a long time.
24,28,1769393187754582108,Tue Mar 19 23:43:44 +0000 2024,0,others,@emilliana_ayuk @H4T14K4LN4L42 @prabowo @jokowi Tapi bener lho ini waktu pas masa kampanye pasti garcep ,"@emilliana_ayuk @H4T14K4LN4L42 @prabowo @jokowi But it's true, this is the right time for the campaign, it's definitely interesting",1770234732263215403,,emilliana_ayuk,in,,0,0,0,https://twitter.com/vakihanam56/status/1770234732263215403,1576239273153794060,vakihanam56,"@USER @USER @USER @USER But it's true, this is the right time for the campaign, it's definitely interesting"
25,29,1770147811016823099,Tue Mar 19 23:41:48 +0000 2024,0,others,@sigitwid Bukannya PSI ga suka pak Prabowo sampai bikin penyematan bapak kebohongan apa waduh lupa saya tolong saya diingatkan dulu itu apa ya om ,"@sigitwid Isn't it that PSI doesn't like Pak Prabowo to the point of pinning you on a lie, wow, I forgot, please remind me what that is, uncle.",1770234245812035936,,sigitwid,in,Dikampung,0,0,0,https://twitter.com/Ja99ung_Manies/status/1770234245812035936,1579341198942052357,Ja99ung_Manies,"@USER Isn't it that PSI doesn't like Pak Prabowo to the point of pinning you on a lie, wow, I forgot, please remind me what that is, uncle."
26,30,1770233926088561110,Tue Mar 19 23:40:31 +0000 2024,0,others,Pasangan calon nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka menang di 34 dari 36 provinsi yang sudah selesai melakukan rekapitulasi suara Pilpres 2024 #MBKBFM https://t.co/gXWT9Ocas4,Candidate pair number 2 Prabowo Subianto-Gibran Rakabuming Raka won in 34 of the 36 provinces that have completed vote recapitulation for the 2024 Presidential Election #MBKBFM https://t.co/gXWT9Ocas4,1770233926088561110,,,in,"Malang, Indonesia",0,0,0,https://twitter.com/kalimaya_malang/status/1770233926088561110,280794125,kalimaya_malang,Candidate pair number 2 Prabowo Subianto-Gibran Rakabuming Raka won in 34 of the 36 provinces that have completed vote recapitulation for the 2024 Presidential Election hashtag mbkbfm HTTPURL
27,31,1770020113041027169,Tue Mar 19 23:40:26 +0000 2024,0,others,@benjimascolo222 @GlowTryz @jokowi @prabowo @gibran_tweet @tijabar @DalamIstana @islah_bahrawi Heran nerima kekalahan aja ko susah,@benjimascolo222 @GlowTryz @jokowi @prabowo @gibran_tweet @tijabar @dalamIstana @islah_bahrawi It's amazing how hard it is to accept defeat,1770233901979726067,,benjimascolo222,in,,0,0,0,https://twitter.com/benigiaguar/status/1770233901979726067,3533978361,benigiaguar,@USER @USER @USER @USER @USER @USER @USER @USER It's amazing how hard it is to accept defeat
28,32,1770020113041027169,Tue Mar 19 23:40:07 +0000 2024,0,others,@benimulyadi291 @GlowTryz @jokowi @prabowo @gibran_tweet @tijabar @DalamIstana @islah_bahrawi Wee sadarr lah terima saja kalahmu,"@benimulyadi291 @GlowTryz @jokowi @prabowo @gibran_tweet @tijabar @dalamIstana @islah_bahrawi Wee sober, just accept your defeat",1770233821474242783,,benimulyadi291,in,,0,0,0,https://twitter.com/benigiaguar/status/1770233821474242783,3533978361,benigiaguar,"@USER @USER @USER @USER @USER @USER @USER @USER Wee sober, just accept your defeat"
29,33,1770020113041027169,Tue Mar 19 23:39:39 +0000 2024,0,disgust,@bbjkdj4 @GlowTryz @jokowi @prabowo @gibran_tweet @tijabar @DalamIstana @islah_bahrawi Sekuler dalam politik itu harus,@bbjkdj4 @GlowTryz @jokowi @prabowo @gibran_tweet @tijabar @dalamIstana @islah_bahrawi Secular in politics must be,1770233706114146372,,bbjkdj4,in,,0,0,0,https://twitter.com/benigiaguar/status/1770233706114146372,3533978361,benigiaguar,@USER @USER @USER @USER @USER @USER @USER @USER Secular in politics must be
30,34,1770020372773212533,Tue Mar 19 23:38:58 +0000 2024,0,sadness,@bbjkdj4 @haliday0147 @prabowo @gibran_tweet @lek_brewok @Tan_Mar3M @AlfatihDhany Situ ok? Kasian yang pujaannya kalah aa kasihaan aaa,"@bbjkdj4 @haliday0147 @prabowo @gibran_tweet @lek_brewok @Tan_Mar3M @AlfatihDhany Is that ok? Poor guy whose idol lost, what a shame",1770233534688715151,,bbjkdj4,in,,0,0,0,https://twitter.com/benigiaguar/status/1770233534688715151,3533978361,benigiaguar,"@USER @USER @USER @USER @USER @USER @USER Is that ok? Poor guy whose idol lost, what a shame"
31,35,1770020372773212533,Tue Mar 19 23:38:01 +0000 2024,0,others,@benimulyadi291 @haliday0147 @prabowo @gibran_tweet @lek_brewok @Tan_Mar3M @AlfatihDhany Kasian liatnya turut prihatin wkwk,@benimulyadi291 @haliday0147 @prabowo @gibran_tweet @lek_brewok @Tan_Mar3M @AlfatihDhany Sorry to see you're so sorry hahaha,1770233295701410274,,benimulyadi291,in,,0,0,0,https://twitter.com/benigiaguar/status/1770233295701410274,3533978361,benigiaguar,@USER @USER @USER @USER @USER @USER @USER Sorry to see you're so sorry haha
32,36,1770020372773212533,Tue Mar 19 23:37:33 +0000 2024,0,disgust,@benjimascolo222 @haliday0147 @prabowo @gibran_tweet @lek_brewok @Tan_Mar3M @AlfatihDhany Teruma kenyataan itu lebih baik loh,"@benjimascolo222 @haliday0147 @prabowo @gibran_tweet @lek_brewok @Tan_Mar3M @AlfatihDhany Well, reality is better, you know",1770233175757005083,,benjimascolo222,in,,0,0,0,https://twitter.com/benigiaguar/status/1770233175757005083,3533978361,benigiaguar,"@USER @USER @USER @USER @USER @USER @USER Well, reality is better, you know"
33,37,1770020872646172779,Tue Mar 19 23:37:12 +0000 2024,0,disgust,@bbtjkiy @gvfftj @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @HeryIdris5 @ChyanaSurdin @ajengcute16__ Logika mu gak jalan ya?,"@bbtjkiy @gvfftj @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @HeryIdris5 @ChyanaSurdin @ajengcute16__ Your logic doesn't work, right?",1770233088867725331,,bbtjkiy,in,,0,0,0,https://twitter.com/benigiaguar/status/1770233088867725331,3533978361,benigiaguar,"@USER @USER @USER @USER @USER @USER @USER @USER @USER Your logic doesn't work, right?"
34,38,1770020872646172779,Tue Mar 19 23:36:49 +0000 2024,0,disgust,@bbjkdj4 @gvfftj @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @HeryIdris5 @ChyanaSurdin @ajengcute16__ Cuma 2 provinsi itu mayoritas rakyatnya gampang ditipu jargon agama,"@bbjkdj4 @gvfftj @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @HeryIdris5 @ChyanaSurdin @ajengcute16__ In just 2 provinces, the majority of people are easily deceived by religious jargon",1770232992155537824,,bbjkdj4,in,,0,0,0,https://twitter.com/benigiaguar/status/1770232992155537824,3533978361,benigiaguar,"@USER @USER @USER @USER @USER @USER @USER @USER @USER In just 2 provinces, the majority of people are easily deceived by religious jargon"
35,39,1769548840020185133,Tue Mar 19 23:36:41 +0000 2024,0,disgust,@Chavesz08 Halah.. klise.. orang terang2an prabowo bilang bahwa selama 20 tahun dia jadi oposisi atau tidak berkuasa bisnisnya ancur berantakan. Berarti dia pengen berkuasa utk melanggengkan bisnisnya. Jangan sok muter2 kemana mana . Koplak !!,@Chavesz08 Halah.. it's a cliche.. Prabowo's people openly say that during the 20 years he was in opposition or out of power his business fell apart. This means he wants to be in power to perpetuate his business. Don't play around everywhere. Koplak!!,1770232958697574512,,Chavesz08,in,,0,0,0,https://twitter.com/Basrial_c/status/1770232958697574512,1624910220752465920,Basrial_c,@USER Halah.. it's a cliche.. Prabowo's people openly say that during the 20 years he was in opposition or out of power his business fell apart. This means he wants to be in power to perpetuate his business. Don't play around everywhere. Koplak!!
36,40,1770020872646172779,Tue Mar 19 23:36:30 +0000 2024,0,others,@benjimascolo222 @gvfftj @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @HeryIdris5 @ChyanaSurdin @ajengcute16__ Sudah jalannya karna beliau sosok yg tulus,@benjimascolo222 @gvfftj @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @HeryIdris5 @ChyanaSurdin @ajengcute16__ It's his way because he's a sincere figure,1770232912992203212,,benjimascolo222,in,,0,0,0,https://twitter.com/benigiaguar/status/1770232912992203212,3533978361,benigiaguar,@USER @USER @USER @USER @USER @USER @USER @USER @USER It's his way because he's a sincere figure
37,41,1770021385534112127,Tue Mar 19 23:36:06 +0000 2024,0,others,@benjimascolo222 @GwynxAsh @prabowo @gibran_tweet @jokowi @budimuni98 @psi_id @Gerindra @CahAngo45022699 @GunRomli @pn7l7h Waktu dan tempatnya sangat dipersilahkan untuk merenung,@benjimascolo222 @GwynxAsh @prabowo @gibran_tweet @jokowi @budimuni98 @psi_id @Gerindra @CahAngo45022699 @GunRomli @pn7l7h The time and place are very welcome to reflect,1770232810747707639,,benjimascolo222,in,,0,0,0,https://twitter.com/benigiaguar/status/1770232810747707639,3533978361,benigiaguar,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The time and place are very welcome to reflect
38,42,1769987978372452820,Tue Mar 19 23:35:38 +0000 2024,0,sadness,@KompasTV Tuhan sendang menunjukkan kuasa. Jd kenapa prabowo bisa menang. ?? Karena kalo presiden lagi jum'atan bisa bikin susah banyak org. #Hanya bisa beri Doa yg terbaik buat keluarga korban.,@KompasTV God is showing power. So why did Prabowo win? ?? Because if the president is on Friday it could make things difficult for many people. #Can only give the best prayers to the victim's family.,1770232693852438806,,KompasTV,in,,0,0,0,https://twitter.com/Luqmanul2188/status/1770232693852438806,1503896277561401347,Luqmanul2188,@USER God is showing power. So why did Prabowo win? ?? Because if the president is on Friday it could make things difficult for many people. hashtag can only give the best prayers to the victim's family.
39,43,1770021385534112127,Tue Mar 19 23:34:41 +0000 2024,0,disgust,@bbtjkiy @GwynxAsh @prabowo @gibran_tweet @jokowi @budimuni98 @psi_id @Gerindra @CahAngo45022699 @GunRomli @pn7l7h Kalau curang gak mungkin Prabowo menang .itu sudah suara rakyat Indonesia ..,@bbtjkiy @GwynxAsh @prabowo @gibran_tweet @jokowi @budimuni98 @psi_id @Gerindra @CahAngo45022699 @GunRomli @pn7l7h If Prabowo cheats there's no way he'll win. That's the vote of the Indonesian people..,1770232456513527938,,bbtjkiy,in,,0,0,0,https://twitter.com/benigiaguar/status/1770232456513527938,3533978361,benigiaguar,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER If Prabowo cheats there's no way he'll win. That's the vote of the Indonesian people..
40,44,1770022047747616937,Tue Mar 19 23:33:45 +0000 2024,0,disgust,@bbtjkiy @haliday0147 @prabowo @gibran_tweet @jokowi @budimuni98 @ajengcute16__ @herculep638 @Kimberley_PS08 Buktinya mana? Kalau hanya katanya katanya gak akan bisa jadi bukti,"@bbtjkiy @haliday0147 @prabowo @gibran_tweet @jokowi @budimuni98 @ajengcute16__ @herculep638 @Kimberley_PS08 Where's the proof? If you just say what he says, it won't be proof",1770232223113068682,,bbtjkiy,in,,0,0,0,https://twitter.com/benigiaguar/status/1770232223113068682,3533978361,benigiaguar,"@USER @USER @USER @USER @USER @USER @USER @USER @USER Where's the proof? If you just say what he says, it won't be proof"
41,45,1770013661173817536,Tue Mar 19 23:33:43 +0000 2024,0,disgust,@prabowo Meski dg menginjak2 rakyat,@prabowo Even though he tramples on the people,1770232214447669293,,prabowo,in,,0,0,0,https://twitter.com/Sugiyanti45/status/1770232214447669293,1145683296740712449,Sugiyanti45,@USER Even though he tramples on the people
42,46,1770022371598209146,Tue Mar 19 23:33:17 +0000 2024,0,others,@bbtjkiy @gvfftj @prabowo @gibran_tweet @bengkeldodo @mihrabku @abulmuzaffar10 Di bilang curang curang itu dari mana .. buktinya pemilu ulang tetap menang rakyat yg memilih loh bukan partai,"@bbtjkiy @gvfftj @prabowo @gibran_tweet @bengkeldodo @mihrabku @abulmuzaffar10 Where do you say cheating comes from... the proof is that the re-election still wins the people who voted, not the party",1770232104464584798,,bbtjkiy,in,,0,0,0,https://twitter.com/benigiaguar/status/1770232104464584798,3533978361,benigiaguar,"@USER @USER @USER @USER @USER @USER @USER Where do you say cheating comes from.. the proof is that the re-election still wins the people who voted, not the party"
